id,category,question,answer,url
66,logistique,Existe-t-il des résidences universitaires près de l'ISET?,"Plusieurs options de logement s'offrent aux étudiants de l'ISET : 1) La résidence universitaire sur le campus (places limitées, demande à faire avant le 30 juin), 2) Foyers étudiants privés à proximité (tarifs entre 300 et 500 DT/mois), 3) Colocation (environ 200-300 DT/mois par personne). Notre service d'aide au logement peut vous accompagner dans votre recherche et dispose d'une base de données d'offres vérifiées. Des aides financières sont disponibles sous conditions de ressources.",/campus/logement-etudiant
67,logistique,Options de logement pour les étudiants,"Plusieurs options de logement s'offrent aux étudiants de l'ISET : 1) La résidence universitaire sur le campus (places limitées, demande à faire avant le 30 juin), 2) Foyers étudiants privés à proximité (tarifs entre 300 et 500 DT/mois), 3) Colocation (environ 200-300 DT/mois par personne). Notre service d'aide au logement peut vous accompagner dans votre recherche et dispose d'une base de données d'offres vérifiées. Des aides financières sont disponibles sous conditions de ressources.",/campus/logement-etudiant
68,logistique,Cité universitaire à proximité de l'ISET,"Plusieurs options de logement s'offrent aux étudiants de l'ISET : 1) La résidence universitaire sur le campus (places limitées, demande à faire avant le 30 juin), 2) Foyers étudiants privés à proximité (tarifs entre 300 et 500 DT/mois), 3) Colocation (environ 200-300 DT/mois par personne). Notre service d'aide au logement peut vous accompagner dans votre recherche et dispose d'une base de données d'offres vérifiées. Des aides financières sont disponibles sous conditions de ressources.",/campus/logement-etudiant
69,logistique,Prix des logements étudiants,"Plusieurs options de logement s'offrent aux étudiants de l'ISET : 1) La résidence universitaire sur le campus (places limitées, demande à faire avant le 30 juin), 2) Foyers étudiants privés à proximité (tarifs entre 300 et 500 DT/mois), 3) Colocation (environ 200-300 DT/mois par personne). Notre service d'aide au logement peut vous accompagner dans votre recherche et dispose d'une base de données d'offres vérifiées. Des aides financières sont disponibles sous conditions de ressources.",/campus/logement-etudiant
70,logistique,Comment trouver un appartement près du campus?,"Plusieurs options de logement s'offrent aux étudiants de l'ISET : 1) La résidence universitaire sur le campus (places limitées, demande à faire avant le 30 juin), 2) Foyers étudiants privés à proximité (tarifs entre 300 et 500 DT/mois), 3) Colocation (environ 200-300 DT/mois par personne). Notre service d'aide au logement peut vous accompagner dans votre recherche et dispose d'une base de données d'offres vérifiées. Des aides financières sont disponibles sous conditions de ressources.",/campus/logement-etudiant
71,logistique,Quels sont les services de restauration disponibles sur le campus?,"Le campus dispose de plusieurs options de restauration : 1) Restaurant universitaire (repas complet à 3 DT, ouvert de 11h30 à 14h30), 2) Cafétéria centrale (sandwichs, salades, boissons, pâtisseries, ouverte de 7h30 à 18h), 3) Food trucks présents sur le campus de 11h à 15h, 4) Distributeurs automatiques dans chaque bâtiment. Le paiement peut se faire en espèces ou avec votre carte d'étudiant rechargeable. Des micro-ondes sont également disponibles dans les espaces communs pour ceux qui apportent leur repas.",/campus/restauration
72,logistique,Où manger à l'ISET?,"Le campus dispose de plusieurs options de restauration : 1) Restaurant universitaire (repas complet à 3 DT, ouvert de 11h30 à 14h30), 2) Cafétéria centrale (sandwichs, salades, boissons, pâtisseries, ouverte de 7h30 à 18h), 3) Food trucks présents sur le campus de 11h à 15h, 4) Distributeurs automatiques dans chaque bâtiment. Le paiement peut se faire en espèces ou avec votre carte d'étudiant rechargeable. Des micro-ondes sont également disponibles dans les espaces communs pour ceux qui apportent leur repas.",/campus/restauration
73,logistique,Prix des repas au restaurant universitaire,"Le campus dispose de plusieurs options de restauration : 1) Restaurant universitaire (repas complet à 3 DT, ouvert de 11h30 à 14h30), 2) Cafétéria centrale (sandwichs, salades, boissons, pâtisseries, ouverte de 7h30 à 18h), 3) Food trucks présents sur le campus de 11h à 15h, 4) Distributeurs automatiques dans chaque bâtiment. Le paiement peut se faire en espèces ou avec votre carte d'étudiant rechargeable. Des micro-ondes sont également disponibles dans les espaces communs pour ceux qui apportent leur repas.",/campus/restauration
74,logistique,Horaires de la cafétéria,"Le campus dispose de plusieurs options de restauration : 1) Restaurant universitaire (repas complet à 3 DT, ouvert de 11h30 à 14h30), 2) Cafétéria centrale (sandwichs, salades, boissons, pâtisseries, ouverte de 7h30 à 18h), 3) Food trucks présents sur le campus de 11h à 15h, 4) Distributeurs automatiques dans chaque bâtiment. Le paiement peut se faire en espèces ou avec votre carte d'étudiant rechargeable. Des micro-ondes sont également disponibles dans les espaces communs pour ceux qui apportent leur repas.",/campus/restauration
75,logistique,Options de restauration sur le campus,"Le campus dispose de plusieurs options de restauration : 1) Restaurant universitaire (repas complet à 3 DT, ouvert de 11h30 à 14h30), 2) Cafétéria centrale (sandwichs, salades, boissons, pâtisseries, ouverte de 7h30 à 18h), 3) Food trucks présents sur le campus de 11h à 15h, 4) Distributeurs automatiques dans chaque bâtiment. Le paiement peut se faire en espèces ou avec votre carte d'étudiant rechargeable. Des micro-ondes sont également disponibles dans les espaces communs pour ceux qui apportent leur repas.",/campus/restauration
76,administration,Comment obtenir un certificat de scolarité?,"Pour obtenir un certificat de scolarité, vous avez deux options : 1) Générer et télécharger le document directement depuis votre espace étudiant sur la plateforme numérique (disponible 48h après validation de votre inscription), 2) Faire une demande au service de scolarité (bâtiment administratif, guichet 3) en présentant votre carte d'étudiant. Le délai de traitement est de 24 à 48 heures pour les demandes au guichet. Pour les autres documents administratifs (relevés de notes, attestations spécifiques), adressez-vous directement au service de scolarité.",/administration/documents-administratifs
77,administration,Démarches pour avoir une attestation d'inscription,"Pour obtenir un certificat de scolarité, vous avez deux options : 1) Générer et télécharger le document directement depuis votre espace étudiant sur la plateforme numérique (disponible 48h après validation de votre inscription), 2) Faire une demande au service de scolarité (bâtiment administratif, guichet 3) en présentant votre carte d'étudiant. Le délai de traitement est de 24 à 48 heures pour les demandes au guichet. Pour les autres documents administratifs (relevés de notes, attestations spécifiques), adressez-vous directement au service de scolarité.",/administration/documents-administratifs
78,administration,Où récupérer mon certificat de scolarité?,"Pour obtenir un certificat de scolarité, vous avez deux options : 1) Générer et télécharger le document directement depuis votre espace étudiant sur la plateforme numérique (disponible 48h après validation de votre inscription), 2) Faire une demande au service de scolarité (bâtiment administratif, guichet 3) en présentant votre carte d'étudiant. Le délai de traitement est de 24 à 48 heures pour les demandes au guichet. Pour les autres documents administratifs (relevés de notes, attestations spécifiques), adressez-vous directement au service de scolarité.",/administration/documents-administratifs
79,administration,Procédure pour les documents administratifs,"Pour obtenir un certificat de scolarité, vous avez deux options : 1) Générer et télécharger le document directement depuis votre espace étudiant sur la plateforme numérique (disponible 48h après validation de votre inscription), 2) Faire une demande au service de scolarité (bâtiment administratif, guichet 3) en présentant votre carte d'étudiant. Le délai de traitement est de 24 à 48 heures pour les demandes au guichet. Pour les autres documents administratifs (relevés de notes, attestations spécifiques), adressez-vous directement au service de scolarité.",/administration/documents-administratifs
80,administration,Délai pour obtenir une attestation,"Pour obtenir un certificat de scolarité, vous avez deux options : 1) Générer et télécharger le document directement depuis votre espace étudiant sur la plateforme numérique (disponible 48h après validation de votre inscription), 2) Faire une demande au service de scolarité (bâtiment administratif, guichet 3) en présentant votre carte d'étudiant. Le délai de traitement est de 24 à 48 heures pour les demandes au guichet. Pour les autres documents administratifs (relevés de notes, attestations spécifiques), adressez-vous directement au service de scolarité.",/administration/documents-administratifs
81,administration,Comment contacter l'administration de l'ISET?,"Vous pouvez contacter l'administration de l'ISET par plusieurs moyens : 1) Téléphone : +216 71 234 567, 2) Email : contact@iset.edu.tn, 3) En personne : bâtiment administratif, ouvert du lundi au vendredi de 8h30 à 16h30. Pour des questions spécifiques, adressez-vous directement au service concerné : Scolarité (scolarite@iset.edu.tn), Stages (stages@iset.edu.tn), Relations internationales (international@iset.edu.tn), etc. Un système de tickets est également disponible sur votre espace étudiant pour les demandes en ligne.",/contact/administration
82,administration,Coordonnées du service administratif,"Vous pouvez contacter l'administration de l'ISET par plusieurs moyens : 1) Téléphone : +216 71 234 567, 2) Email : contact@iset.edu.tn, 3) En personne : bâtiment administratif, ouvert du lundi au vendredi de 8h30 à 16h30. Pour des questions spécifiques, adressez-vous directement au service concerné : Scolarité (scolarite@iset.edu.tn), Stages (stages@iset.edu.tn), Relations internationales (international@iset.edu.tn), etc. Un système de tickets est également disponible sur votre espace étudiant pour les demandes en ligne.",/contact/administration
